Third Party ID,First Name,Last Name,Category,RegistrationStatus,Barcode,Company,Country,Email,Job Title,Nr. of check-ins,organisationType,Company (Custom Field),Country (Custom Field),createdOnsite,First Name (Custom Field),Job Title (Custom Field),Last Name (Custom Field),nationality,State,tags,website,FielddriveID,Attended,Confirmed/No show
zphqcq8ugxa76,Scott,Suzuki,VC & Private Equity,Attended,v6d931mb74l3n,Sequoia Capital,US,scott.suzuki@sequoiacap.com,General Partner,4,VC & Private Equity,Sequoia Capital,US,,Scott,General Partner,Suzuki,United States,,,www.sequoiacap.com,8084148,0,0
15xp894lb2vix,Aisha,Cooper,AI & Data,Attended,vq7mwe9ifp9gi,Weaviate,NL,aisha.cooper@weaviate.io,Senior Data Scientist,2,AI & Data,Weaviate,NL,,Aisha,Senior Data Scientist,Cooper,Netherlands,,,www.weaviate.io,8860768,0,0
7fdzl5l3v7724,Rachel,Morris,Enterprise Software,Attended,vny8nz33vxe66,Microsoft,US,rachel.morris@microsoft.com,VP of Sales,4,Enterprise Software,Microsoft,US,,Rachel,VP of Sales,Morris,United States,,,www.microsoft.com,7148409,0,0
vho8mdllj0o7w,Philippe,Park,Enterprise Software,Attended,vxivwdd742dau,HubSpot,US,philippe.park@hubspot.com,Senior Product Manager,3,Enterprise Software,HubSpot,US,,Philippe,Senior Product Manager,Park,United States,,,www.hubspot.com,7653416,0,0
m75f4bmx2zfop,Charles,Patel,Cloud & Infrastructure,Attended,vrb36o2gvn2t2,Fastly,US,charles.patel@fastly.com,DevOps Engineer,3,Cloud & Infrastructure,Fastly,US,,Charles,DevOps Engineer,Patel,United States,,,www.fastly.com,7714688,0,0
tlvaeuuwb5spf,Miguel,Hidayat,Speaker,Attended,vfcla17qqf4p9,ETH Zurich,CH,miguel.hidayat@ethz.ch,Professor of Computer Science,3,Speaker,ETH Zurich,CH,,Miguel,Professor of Computer Science,Hidayat,Switzerland,,Speaker,www.ethz.ch,8283766,0,0
mfe6v5nidd9n3,Daniel,Choi,Dev Tools & Platforms,No show,v4o6piby33hu5,GitHub,US,daniel.choi@github.com,Platform Product Manager,0,Dev Tools & Platforms,GitHub,US,,Daniel,Platform Product Manager,Choi,United States,,,www.github.com,7654325,0,0
px8xfi2a2nktt,Benjamin,Iyer,Cybersecurity,No show,v7mux7dp4tvc0,CyberArk,IL,benjamin.iyer@cyberark.com,CISO,0,Cybersecurity,CyberArk,IL,,Benjamin,CISO,Iyer,Israel,,,www.cyberark.com,8205556,0,0
n6s1giguc3gt0,Ethan,Brown,Dev Tools & Platforms,Attended,vkoaxzx9slsv2,Twilio,US,ethan.brown@twilio.com,Senior Developer Advocate,3,Dev Tools & Platforms,Twilio,US,,Ethan,Senior Developer Advocate,Brown,United States,,,www.twilio.com,8243273,0,0
srl21mvewpihs,John,Han,Hardware & Semiconductors,Attended,vcxcnc4951aba,Intel,US,john.han@intel.com,Engineering Manager,3,Hardware & Semiconductors,Intel,US,,John,Engineering Manager,Han,United States,,,www.intel.com,8369192,0,0
zq7xbh5ju3ue4,Swati,Okonkwo,IT Consulting & SI,Attended,v6neoazuvitay,Capgemini,FR,swati.okonkwo@capgemini.com,Associate Director,3,IT Consulting & SI,Capgemini,FR,,Swati,Associate Director,Okonkwo,France,,,www.capgemini.com,7903821,0,0
cwqdb50w5254s,Nomsa,Bailey,Cybersecurity,Attended,v3o9bo3phj071,Qualys,US,nomsa.bailey@qualys.com,Threat Intelligence Analyst,4,Cybersecurity,Qualys,US,,Nomsa,Threat Intelligence Analyst,Bailey,United States,,,www.qualys.com,7137643,0,0
6e0n2iqaw7y7p,Christopher,Adeyemi,Hardware & Semiconductors,Attended,vhmpcg6amkcni,Graphcore,GB,christopher.adeyemi@graphcore.ai,AI Hardware Architect,3,Hardware & Semiconductors,Graphcore,GB,,Christopher,AI Hardware Architect,Adeyemi,United Kingdom,,,www.graphcore.ai,7583352,0,0
4tb76gin1xwxb,Scott,Gupta,Cybersecurity,Attended,vnzbvh1khpy81,Tenable,US,scott.gupta@tenable.com,Senior Security Engineer,3,Cybersecurity,Tenable,US,,Scott,Senior Security Engineer,Gupta,United States,,,www.tenable.com,7303247,0,0
26t8syuiqq6wa,Bo,Hall,Enterprise Software,Attended,v62mcztzr4v4p,SAP,DE,bo.hall@sap.com,VP of Product,3,Enterprise Software,SAP,DE,,Bo,VP of Product,Hall,Germany,,,www.sap.com,7352347,0,0
bw6pqzsgtzflw,Ethan,Silva,Dev Tools & Platforms,Attended,vw582e09lg3u5,Retool,US,ethan.silva@retool.com,Community Manager,2,Dev Tools & Platforms,Retool,US,,Ethan,Community Manager,Silva,United States,,,www.retool.com,8122203,0,0
t6d5n9lik94zl,Greta,Song,IT Consulting & SI,Attended,vvfjds8yv7862,Thoughtworks,US,greta.song@thoughtworks.com,Technology Consultant,4,IT Consulting & SI,Thoughtworks,US,,Greta,Technology Consultant,Song,United States,,,www.thoughtworks.com,7212762,0,0
20y0zmj7npjo0,Arjun,Liu,IT Consulting & SI,Attended,vn2dczbi0oii7,Accenture,IE,arjun.liu@accenture.com,Associate Director,3,IT Consulting & SI,Accenture,IE,,Arjun,Associate Director,Liu,Ireland,,,www.accenture.com,8740492,0,0
5lkfsyv2hm1h9,Jean,Lin,Enterprise Software,Attended,vxvokajdl93hl,Atlassian,AU,jean.lin@atlassian.com,Chief Technology Officer,4,Enterprise Software,Atlassian,AU,,Jean,Chief Technology Officer,Lin,Australia,,,www.atlassian.com,7397708,0,0
71s9622o2k3up,Jean,Ng,Enterprise Software,Attended,vekcb5e0fnvdh,Workday,US,jean.ng@workday.com,Senior Product Manager,2,Enterprise Software,Workday,US,,Jean,Senior Product Manager,Ng,United States,,,www.workday.com,8559791,0,0
xsqh9ug0pc7hz,Akiko,Richardson,Staff,Attended,vn540wsp0aj77,TechForward Organising Committee,SG,akiko.richardson@techforwardsummit.com,Event Operations Manager,3,Staff,TechForward Organising Committee,SG,,Akiko,Event Operations Manager,Richardson,Singapore,,,www.techforwardsummit.com,8237680,0,0
7dryhl423dva4,Andrea,Ho,Dev Tools & Platforms,Attended,v9x0f3dlenv6k,GitHub,US,andrea.ho@github.com,Staff Software Engineer,4,Dev Tools & Platforms,GitHub,US,,Andrea,Staff Software Engineer,Ho,United States,,,www.github.com,8638483,0,0
dvocro1155qkw,Frank,Torres,AI & Data,Attended,vp2yjoj2zt08j,Palantir Technologies,US,frank.torres@palantir.com,Data Engineer,2,AI & Data,Palantir Technologies,US,,Frank,Data Engineer,Torres,United States,,,www.palantir.com,8361457,0,0
zd7hehvd5a7f9,Andrea,Santoso,Cloud & Infrastructure,Attended,vcmh8hpbt7gpr,Render,US,andrea.santoso@render.com,Head of Developer Relations,4,Cloud & Infrastructure,Render,US,,Andrea,Head of Developer Relations,Santoso,United States,,,www.render.com,7553013,0,0
rt3dltd24b4hf,Zhen,Abdullah,Enterprise Software,Attended,vakgppg9i2vkc,Oracle,US,zhen.abdullah@oracle.com,"Account Executive, Enterprise",3,Enterprise Software,Oracle,US,,Zhen,"Account Executive, Enterprise",Abdullah,United States,,,www.oracle.com,8931867,0,0
l7yelo5ogjh7g,Naomi,Campbell,Cloud & Infrastructure,Attended,v160wr0mirno6,HashiCorp,US,naomi.campbell@hashicorp.com,Cloud Architect,3,Cloud & Infrastructure,HashiCorp,US,,Naomi,Cloud Architect,Campbell,United States,,,www.hashicorp.com,8535407,0,0
4mr98yong7fgr,Jeffrey,Larsen,IT Consulting & SI,Attended,voqtii3prfhro,HCL Technologies,IN,jeffrey.larsen@hcltech.com,Director of Technology,1,IT Consulting & SI,HCL Technologies,IN,,Jeffrey,Director of Technology,Larsen,India,,,www.hcltech.com,8134276,0,0
rfmtnwstkwq1m,Thomas,Cao,Cybersecurity,Attended,vvkznugq7qvr7,CyberArk,IL,thomas.cao@cyberark.com,Senior Security Engineer,3,Cybersecurity,CyberArk,IL,,Thomas,Senior Security Engineer,Cao,Israel,,,www.cyberark.com,7242156,0,0
r3xe7v7zq2kj8,Daiki,Silva,Enterprise Software,Attended,vyjr06f37yh2e,Salesforce,US,daiki.silva@salesforce.com,Staff Software Engineer,3,Enterprise Software,Salesforce,US,,Daiki,Staff Software Engineer,Silva,United States,,,www.salesforce.com,8264560,0,0
v9l29ldvvoc7p,Hiroshi,Zeng,Cybersecurity,Attended,v2f96cxb9vrd7,Zscaler,US,hiroshi.zeng@zscaler.com,Security Sales Engineer,3,Cybersecurity,Zscaler,US,,Hiroshi,Security Sales Engineer,Zeng,United States,,,www.zscaler.com,7726371,0,0
aibdxhtf29u8u,Dennis,Agarwal,Enterprise Software,Attended,vrivwuqqea0s3,Intuit,US,dennis.agarwal@intuit.com,Chief Technology Officer,3,Enterprise Software,Intuit,US,,Dennis,Chief Technology Officer,Agarwal,United States,,,www.intuit.com,8695447,0,0
u4nyd5wf9bsty,Sofia,Chatterjee,IT Consulting & SI,No show,v01p15bl3bsb9,HCL Technologies,IN,sofia.chatterjee@hcltech.com,Managing Consultant,0,IT Consulting & SI,HCL Technologies,IN,,Sofia,Managing Consultant,Chatterjee,India,,,www.hcltech.com,7548659,0,0
lgvfiu0if4094,Nora,Wee,AI & Data,Attended,v80gp5tv2xszh,NVIDIA,US,nora.wee@nvidia.com,Head of Data Science,3,AI & Data,NVIDIA,US,,Nora,Head of Data Science,Wee,United States,,,www.nvidia.com,7690144,0,0
vsa3x3k9iy7nv,Hao,Roberts,AI & Data,Attended,vm0gnaysjf3fv,Cohere,CA,hao.roberts@cohere.com,Applied Research Scientist,3,AI & Data,Cohere,CA,,Hao,Applied Research Scientist,Roberts,Canada,,,www.cohere.com,8215446,0,0
c9j2smnp574j9,Maria,Guo,Cybersecurity,Attended,v26swhibz3k0c,Palo Alto Networks,US,maria.guo@paloaltonetworks.com,Security Consultant,4,Cybersecurity,Palo Alto Networks,US,,Maria,Security Consultant,Guo,United States,,,www.paloaltonetworks.com,7484105,0,0
dyd3uifdlrx92,Paul,Iyer,Cloud & Infrastructure,Attended,v34xdkxilexxy,Amazon Web Services,US,paul.iyer@aws.amazon.com,Platform Engineer,3,Cloud & Infrastructure,Amazon Web Services,US,,Paul,Platform Engineer,Iyer,United States,,,www.aws.amazon.com,8140772,0,0
njukft1f1bt6h,Timothy,Ito,VC & Private Equity,Attended,vh8zqbuf45ntu,Andreessen Horowitz,US,timothy.ito@a16z.com,Partner,3,VC & Private Equity,Andreessen Horowitz,US,,Timothy,Partner,Ito,United States,,,www.a16z.com,8065213,0,0
779rt3un1mfyi,Sung,Flores,IT Consulting & SI,Attended,vul07wyydf4y1,TCS,IN,sung.flores@tcs.com,Senior Technology Consultant,1,IT Consulting & SI,TCS,IN,,Sung,Senior Technology Consultant,Flores,India,,,www.tcs.com,8878449,0,0
4mnfens98ghc9,Fatimah,Loh,Cybersecurity,Attended,v329p6x7z26er,Zscaler,US,fatimah.loh@zscaler.com,Security Architect,3,Cybersecurity,Zscaler,US,,Fatimah,Security Architect,Loh,United States,,,www.zscaler.com,8089568,0,0
ueajm8xbatwzg,Jean,Gao,Enterprise Software,Attended,v1fyuhqnwzb9l,Microsoft,US,jean.gao@microsoft.com,Customer Success Manager,3,Enterprise Software,Microsoft,US,,Jean,Customer Success Manager,Gao,United States,,,www.microsoft.com,7087861,0,0
k998fofw1g4yr,Adam,Lim,Staff,Attended,v066ntmx5grqb,FieldDrive Events,BE,adam.lim@fielddrive.com,Event Operations Manager,3,Staff,FieldDrive Events,BE,,Adam,Event Operations Manager,Lim,Belgium,,,www.fielddrive.com,7389395,0,0
